mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
235	235	5635/6	5635/6	0.6666666666666666	2/3	2/3	Chord	2/2	14	1	1/6			1/4	2/3	6813													
235	235	5639/6	5639/6	0.6666666666666666	5/6	5/6	Chord	2/2	14	1	1/6			1/4	2/3	6814													
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	6815							1205						15
235	235	1875/2	1875/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	6816													15
235	235	1877/2	1877/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	6817							1206						15
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	6818													15
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	6819							1207						
235	235	1875/2	1875/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	6820													
235	235	1877/2	1877/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	6821							1208						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	6822													
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	6823							1209						
235	235	1875/2	1875/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	6824													
235	235	1877/2	1877/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	6825							1210						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	6826													
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	18	1	1			1	1	6827													
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	20	1	1			1	1	6828													
236	236	1881/2	1881/2	0.0	0	0	Tempo	2/2	1	1	0									164	164.0	0.0							
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	1	1	0						ff												
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	6829							1211						
236	236	1885/2	1885/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									160	160.0	0.0							
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	1	1	0																	435	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	6830												435	
236	236	5659/6	5659/6	0.0	2/3	2/3	Tempo	2/2	1	1	0									156	156.0	0.0						435	
236	236	5663/6	5663/6	0.0	5/6	5/6	Tempo	2/2	1	1	0									152	152.0	0.0						435	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	1	3	0																	435	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	2	1	0						ff												
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	6831							1212						
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	2	1	0																	436	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	6832												436	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	2	3	0																	436	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	3	1	0						ff												
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	3	1	0																		
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	6833							1213						
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	6834													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	3	2	0																	437	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	5	1	0						ff												
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	5	1	1/2			1/2	1	6835							1214						
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	5	1	0																	438	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	5	1	1/2			1/2	1	6836												438	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	5	2	0																	438	
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	5	2	1			1	1	6837												438	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	6	1	0						ff												
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	6	1	1/2			1/2	1	6838							1215						
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	6	1	0																	439	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	6	1	1/2			1/2	1	6839												439	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	6	3	0																	439	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	7	1	0						ff												
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	7	1	1/2			1/2	1	6840							1216						
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	7	1	0																	440	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	7	1	1/2			1/2	1	6841												440	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	7	3	0																	440	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	8	1	0						mf												
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	8	1	1			1	1	6842		articAccentAbove					1217						
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	8	2	0																	441	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	9	1	0						mf												
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6843													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	9	2	0																	442	
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	9	3	0																	442	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	10	1	0						mf												
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	10	1	1			1	1	6844													
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	10	2	0																		
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	10	2	0																	443	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	11	1	0						mf												
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	11	1	1			1	1	6845													
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	11	2	0																		
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	11	2	0																	444	
236	236	1881/2	1881/2	0.0	0	0	Dynamic	2/2	12	1	0						f												
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	12	1	0													10					
236	236	1881/2	1881/2	0.0	0	0	Spanner	2/2	12	1	0													10					
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	12	1	1		r16	1	1	6846								10					
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	12	2	0																	445	
236	236	1881/2	1881/2	0.6666666666666666	0	0	Chord	2/2	13	1	1/6			1/4	2/3	6847		articAccentAbove					1218						14
236	236	5647/6	5647/6	0.6666666666666666	1/6	1/6	Chord	2/2	13	1	1/6			1/4	2/3	6848													14
236	236	5651/6	5651/6	0.6666666666666666	1/3	1/3	Chord	2/2	13	1	1/6			1/4	2/3	6849													14
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	13	1	0																		
236	236	1885/2	1885/2	0.6666666666666666	1/2	1/2	Chord	2/2	13	1	1/6			1/4	2/3	6850		articAccentAbove					1219						
236	236	5659/6	5659/6	0.6666666666666666	2/3	2/3	Chord	2/2	13	1	1/6			1/4	2/3	6851													
236	236	5663/6	5663/6	0.6666666666666666	5/6	5/6	Chord	2/2	13	1	1/6			1/4	2/3	6852													
236	236	1881/2	1881/2	0.6666666666666666	0	0	Chord	2/2	14	1	1/6			1/4	2/3	6853		articAccentBelow					1220						
236	236	5647/6	5647/6	0.6666666666666666	1/6	1/6	Chord	2/2	14	1	1/6			1/4	2/3	6854													
236	236	5651/6	5651/6	0.6666666666666666	1/3	1/3	Chord	2/2	14	1	1/6			1/4	2/3	6855													
236	236	1885/2	1885/2	0.6666666666666666	1/2	1/2	Chord	2/2	14	1	1/6			1/4	2/3	6856		articAccentAbove					1221						
236	236	5659/6	5659/6	0.6666666666666666	2/3	2/3	Chord	2/2	14	1	1/6			1/4	2/3	6857													
236	236	5663/6	5663/6	0.6666666666666666	5/6	5/6	Chord	2/2	14	1	1/6			1/4	2/3	6858													
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	15	1	1/2			1/2	1	6859													15
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	15	1	0																		
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	15	1	0																	446	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	15	1	1/2			1/2	1	6860												446	
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	16	1	1/2			1/2	1	6861													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	16	1	0																	447	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	16	1	1/2			1/2	1	6862												447	
236	236	1881/2	1881/2	2.0	0	0	Chord	2/2	17	1	1/2			1/2	1	6863													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	17	1	0																	448	
236	236	1885/2	1885/2	2.0	1/2	1/2	Chord	2/2	17	1	1/2			1/2	1	6864												448	
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	18	1	1			1	1	6865													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	18	2	0																	449	
236	236	1881/2	1881/2	4.0	0	0	Chord	2/2	20	1	1			1	1	6866													
236	236	1885/2	1885/2	0.0	1/2	1/2	Spanner	2/2	20	2	0																	450	
237	237	1889/2	1889/2	0.0	0	0	Tempo	2/2	1	1	0									atempo	192.0	1.0							
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	1	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	1	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	6867													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	2	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	2	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	6868													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	3	1	0						mf												
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	6869													
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	6870							1222						
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	3	2	0																		
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	3	2	1/2			1/2	1	6871													
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	5	1	0																		
237	237	1889/2	1889/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6872													
237	237	1889/2	1889/2	2.0	0	0	Chord	2/2	5	2	1/2			1/2	1	6873							1223						
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	5	2	1/2			1/2	1	6874							1223						
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	6	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	6	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	6	1	1/4			1/4	1	6875													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	7	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	7	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	7	1	1/4			1/4	1	6876													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	8	1	0						mp												
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	8	1	1/4			1/4	1	6877													
237	237	946	946	0.0	3/8	3/8	StaffText	2/2	8	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> marc.</i>"										
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	8	2	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	8	2	1/4			1/4	1	6878													
237	237	946	946	0.0	3/8	3/8	Dynamic	2/2	8	2	0						ff												
237	237	946	946	0.0	3/8	3/8	Spanner	2/2	8	2	0																360		
237	237	946	946	0.5	3/8	3/8	Chord	2/2	8	2	1/8			1/8	1	6879		articStaccatoBelow									360		
237	237	1893/2	1893/2	1.0	1/2	1/2	Chord	2/2	8	2	1/4			1/4	1	6880		articTenutoBelow									360		
237	237	1895/2	1895/2	0.5	3/4	3/4	Chord	2/2	8	2	1/8			1/8	1	6881		articStaccatoBelow									360		
237	237	948	948	0.5	7/8	7/8	Chord	2/2	8	2	1/8			1/8	1	6882		articStaccatoBelow									360		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	9	1	0						mf												
237	237	1889/2	1889/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6883													
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	9	2	0																		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	10	1	0						mf												
237	237	1889/2	1889/2	2.0	0	0	Chord	2/2	10	1	1/2			1/2	1	6884							1224						
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	10	1	1/2			1/2	1	6885							1224						
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	10	2	0																		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	11	1	0						mf												
237	237	1889/2	1889/2	2.0	0	0	Chord	2/2	11	1	1/2			1/2	1	6886							1225						
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	11	1	1/2			1/2	1	6887							1225						
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	11	2	0																		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	12	1	0						p												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	12	1	0																		
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	12	1	0													11					
237	237	1889/2	1889/2	4.0	0	0	Chord	2/2	12	1	1		r16	1	1	6888								11					
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	12	2	0																		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	13	1	0						mf												
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	13	1	1/4			1/4	1	6889													
237	237	1893/2	1893/2	0.0	1/2	1/2	Dynamic	2/2	13	1	0						p												
237	237	1893/2	1893/2	0.3333333333333333	1/2	1/2	Chord	2/2	13	1	1/12			1/8	2/3	6890		articAccentAbove											
237	237	5683/6	5683/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	6891													
237	237	5687/6	5687/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	6892													
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	14	1	1/4			1/4	1	6893													
237	237	5681/6	5681/6	0.3333333333333333	7/12	7/12	Chord	2/2	14	1	1/12			1/8	2/3	6894													
237	237	1895/2	1895/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	6895													
237	237	5689/6	5689/6	0.3333333333333333	11/12	11/12	Chord	2/2	14	1	1/12			1/8	2/3	6896													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	15	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	15	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	6897													
237	237	1893/2	1893/2	0.0	1/2	1/2	Dynamic	2/2	15	1	0						p												
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	15	1	1/2		r16	1/2	1	6898													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	16	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	16	1	0																		
237	237	1893/2	1893/2	0.0	1/2	1/2	Dynamic	2/2	16	1	0						p												
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	16	1	1/2		r16	1/2	1	6899													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	17	1	0						mf												
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	17	1	0																		
237	237	1889/2	1889/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	6900													
237	237	1893/2	1893/2	0.0	1/2	1/2	Dynamic	2/2	17	1	0						p												
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	17	1	1/2		r16	1/2	1	6901													
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	18	1	0						mf												
237	237	1889/2	1889/2	2.0	0	0	Chord	2/2	18	1	1/2		r16	1/2	1	6902													
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	18	1	1/2		r16	1/2	1	6903													
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	18	2	0																		
237	237	1889/2	1889/2	0.0	0	0	Dynamic	2/2	20	1	0						mf												
237	237	1889/2	1889/2	2.0	0	0	Chord	2/2	20	1	1/2		r16	1/2	1	6904													
237	237	1893/2	1893/2	2.0	1/2	1/2	Chord	2/2	20	1	1/2		r16	1/2	1	6905													
237	237	1889/2	1889/2	0.0	0	0	Spanner	2/2	20	2	0																		
238	238	1901/2	1901/2	0.0	1/2	1/2	Dynamic	2/2	1	2	0						f												
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	1	2	1/2			1/2	1	6906							1226						
238	238	1901/2	1901/2	0.0	1/2	1/2	Dynamic	2/2	2	2	0						f												
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	6907							1227						
238	238	1897/2	1897/2	4.0	0	0	Chord	2/2	3	1	1			1	1	6908													
238	238	1901/2	1901/2	0.0	1/2	1/2	StaffText	2/2	3	2	0								cresc.										
238	238	1901/2	1901/2	0.0	1/2	1/2	Spanner	2/2	3	2	0																361		
238	238	1897/2	1897/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6909													
238	238	1901/2	1901/2	0.0	1/2	1/2	StaffText	2/2	5	1	0								cresc.										
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	5	2	1/2			1/2	1	6910							1223						
238	238	1901/2	1901/2	0.0	1/2	1/2	Spanner	2/2	5	2	0																362		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	5	2	1/2			1/2	1	6911											362		
238	238	950	950	0.0	3/8	3/8	Dynamic	2/2	6	1	0						f												
238	238	950	950	0.0	3/8	3/8	StaffText	2/2	6	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> marc.</i>"										
238	238	950	950	0.5	3/8	3/8	Chord	2/2	6	1	1/8			1/8	1	6912		articStaccatoAbove											
238	238	1901/2	1901/2	1.0	1/2	1/2	Chord	2/2	6	1	1/4			1/4	1	6913		articTenutoAbove											
238	238	1903/2	1903/2	0.5	3/4	3/4	Chord	2/2	6	1	1/8			1/8	1	6914		articStaccatoAbove											
238	238	952	952	0.5	7/8	7/8	Chord	2/2	6	1	1/8			1/8	1	6915		articStaccatoAbove											
238	238	950	950	0.5	3/8	3/8	Chord	2/2	6	2	1/8			1/8	1	6916		articStaccatoBelow											
238	238	1901/2	1901/2	1.0	1/2	1/2	Chord	2/2	6	2	1/4			1/4	1	6917		articTenutoBelow											
238	238	1903/2	1903/2	0.5	3/4	3/4	Chord	2/2	6	2	1/8			1/8	1	6918		articStaccatoBelow											
238	238	952	952	0.5	7/8	7/8	Chord	2/2	6	2	1/8			1/8	1	6919		articStaccatoBelow											
238	238	950	950	0.0	3/8	3/8	Dynamic	2/2	7	1	0						f												
238	238	950	950	0.0	3/8	3/8	StaffText	2/2	7	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> marc.</i>"										
238	238	950	950	0.5	3/8	3/8	Chord	2/2	7	1	1/8			1/8	1	6920		articStaccatoAbove											
238	238	1901/2	1901/2	1.0	1/2	1/2	Chord	2/2	7	1	1/4			1/4	1	6921		articTenutoAbove											
238	238	1903/2	1903/2	0.5	3/4	3/4	Chord	2/2	7	1	1/8			1/8	1	6922		articStaccatoAbove											
238	238	952	952	0.5	7/8	7/8	Chord	2/2	7	1	1/8			1/8	1	6923		articStaccatoAbove											
238	238	1897/2	1897/2	4.0	0	0	Chord	2/2	8	2	1			1	1	6924		articAccentBelow									360		
238	238	1897/2	1897/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6925													
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	10	1	1/2			1/2	1	6926							1224						
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	10	1	1/2			1/2	1	6927													
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	11	1	1/2			1/2	1	6928							1225						
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	11	1	1/2			1/2	1	6929													
238	238	1897/2	1897/2	4.0	0	0	Chord	2/2	12	1	1		r16	1	1	6930								11					
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	13	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	13	1	0																363		
238	238	1897/2	1897/2	0.3333333333333333	0	0	Chord	2/2	13	1	1/12			1/8	2/3	6931		articAccentAbove									363		
238	238	5695/6	5695/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	1	1/12			1/8	2/3	6932											363		
238	238	5699/6	5699/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	1	1/12			1/8	2/3	6933											363		
238	238	1901/2	1901/2	0.3333333333333333	1/2	1/2	Chord	2/2	13	1	1/12			1/8	2/3	6934		articAccentAbove									363		
238	238	5707/6	5707/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	6935											363		
238	238	5711/6	5711/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	6936											363		
238	238	5693/6	5693/6	0.3333333333333333	1/12	1/12	Chord	2/2	14	1	1/12			1/8	2/3	6937													
238	238	1899/2	1899/2	0.3333333333333333	1/4	1/4	Chord	2/2	14	1	1/12			1/8	2/3	6938													
238	238	5701/6	5701/6	0.3333333333333333	5/12	5/12	Chord	2/2	14	1	1/12			1/8	2/3	6939													
238	238	5705/6	5705/6	0.3333333333333333	7/12	7/12	Chord	2/2	14	1	1/12			1/8	2/3	6940													
238	238	1903/2	1903/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	6941													
238	238	5713/6	5713/6	0.3333333333333333	11/12	11/12	Chord	2/2	14	1	1/12			1/8	2/3	6942													
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	15	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	15	1	0																364		
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	15	1	1/2		r16	1/2	1	6943											364		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	15	1	1/2		r16	1/2	1	6944											364		
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	16	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	16	1	0																365		
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	16	1	1/2		r16	1/2	1	6945											365		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	16	1	1/2		r16	1/2	1	6946											365		
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	17	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	17	1	0																366		
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	17	1	1/2		r16	1/2	1	6947											366		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	17	1	1/2		r16	1/2	1	6948											366		
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	18	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	18	1	0																367		
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	18	1	1/2		r16	1/2	1	6949											367		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	18	1	1/2		r16	1/2	1	6950											367		
238	238	1897/2	1897/2	0.0	0	0	StaffText	2/2	20	1	0								cresc.										
238	238	1897/2	1897/2	0.0	0	0	Spanner	2/2	20	1	0																368		
238	238	1897/2	1897/2	2.0	0	0	Chord	2/2	20	1	1/2		r16	1/2	1	6951											368		
238	238	1901/2	1901/2	2.0	1/2	1/2	Chord	2/2	20	1	1/2		r16	1/2	1	6952											368		
239	239	1905/2	1905/2	0.0	0	0	Dynamic	2/2	1	1	0						f												
239	239	1905/2	1905/2	0.0	0	0	Tempo	2/2	1	1	0									194	194.0	0.0							
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	6953							1228						
239	239	1909/2	1909/2	0.0	1/2	1/2	StaffText	2/2	1	1	0								cresc.				1228						
239	239	1909/2	1909/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									196	196.0	0.0	1228						
239	239	1909/2	1909/2	0.0	1/2	1/2	Spanner	2/2	1	1	0												1228				369		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	6954							1228				369		
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	1	2	1/2			1/2	1	6955							1226				369		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	1	2	1/2			1/2	1	6956											369		
239	239	1905/2	1905/2	0.0	0	0	Dynamic	2/2	2	1	0						f												
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	6957							1229						
239	239	1909/2	1909/2	0.0	1/2	1/2	StaffText	2/2	2	1	0								cresc.				1229						
239	239	1909/2	1909/2	0.0	1/2	1/2	Spanner	2/2	2	1	0												1229				370		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	6958							1229				370		
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	6959							1227				370		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	6960											370		
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	6961											361		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	6962							1230				361		
239	239	1905/2	1905/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6963											362		
239	239	1905/2	1905/2	2.0	0	0	Chord	2/2	5	2	1/2			1/2	1	6964											362		
239	239	1909/2	1909/2	2.0	1/2	1/2	Chord	2/2	5	2	1/2			1/2	1	6965							1231				362		
239	239	1905/2	1905/2	4.0	0	0	Chord	2/2	6	1	1			1	1	6966		articAccentAbove											
239	239	1905/2	1905/2	4.0	0	0	Chord	2/2	7	1	1			1	1	6967		articAccentAbove											
239	239	1907/2	1907/2	0.0	1/4	1/4	StaffText	2/2	8	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> marc.</i>"										
239	239	1907/2	1907/2	0.0	1/4	1/4	Dynamic	2/2	8	1	0						ff												
239	239	1907/2	1907/2	0.5	1/4	1/4	Chord	2/2	8	1	1/8			1/8	1	6968		articStaccatoAbove											
239	239	954	954	0.5	3/8	3/8	Chord	2/2	8	1	1/8			1/8	1	6969		articStaccatoAbove											
239	239	1909/2	1909/2	0.5	1/2	1/2	Chord	2/2	8	1	1/8			1/8	1	6970		articStaccatoAbove											
239	239	955	955	0.5	5/8	5/8	Chord	2/2	8	1	1/8			1/8	1	6971		articStaccatoAbove											
